repo_name,repoType,sizeUsers,status,lifeSpan,authors,commits,pulls,issues,comments,reviews,language
gabrieldarezzo/inlocation,User,1,Dead,39,0,7,0,0,0,0,WordPress
garubi/wp-mail-ses,User,2,Alive,60,2,11,2,0,0,0,WordPress
geminilabs/site-reviews-v2,Organization,3,Dead,27,6,611,1,4,6,0,WordPress
gerencianet/gn-api-woocommerce,Organization,3,Alive,66,17,177,24,9,28,0,WordPress
getdave/wp-intervention,User,3,Alive,62,8,46,10,8,15,0,WordPress
gnowland/wp-jet-fuel,User,1,Dead,49,1,203,0,12,8,0,WordPress
godaddy-wordpress/contact-widgets,Organization,3,Alive,67,39,347,67,32,184,51,WordPress
godaddy-wordpress/godaddy-email-marketing,Organization,3,Alive,68,23,523,61,6,101,24,WordPress
godaddy/wp-reseller-store,Organization,3,Alive,53,36,485,88,32,187,94,WordPress
growella/anthology,Organization,1,Dead,3,1,15,0,0,0,0,WordPress
growella/dynamic-asset-versioning,Organization,2,Dead,3,2,25,0,1,0,0,WordPress
growella/table-of-contents,Organization,1,Dead,2,1,46,0,3,1,0,WordPress
hametuha/hamail,Organization,1,Alive,54,1,106,5,24,5,0,WordPress
henrywright/here,User,2,Dead,33,2,34,0,1,1,0,WordPress
hinaloe/non-cache-ppp,User,1,Dead,9,1,5,0,0,0,0,WordPress
hinaloe/push7-subscribe-button,User,1,Dead,13,1,68,2,3,3,0,WordPress
hiwelo/raccoon-plugin,User,3,Dead,18,7,151,19,20,18,1,WordPress
hofmannsven/contextbar,User,1,Dead,24,1,19,0,0,0,0,WordPress
houke/color-palette-generator,User,2,Dead,26,3,52,0,5,24,0,WordPress
iandunn/compassionate-comments,User,1,Dead,38,1,54,0,0,0,0,WordPress
ikenfin/admin-media-embedurl-wh-fields-hack,User,1,Dead,3,1,3,0,0,0,0,WordPress
indiewebpress/wordpress-deleted-posts,Organization,2,Dead,50,2,5,1,0,0,0,WordPress
inpsyde/block-mails-quick-n-dirty,Organization,2,Alive,61,2,2,0,0,0,0,WordPress
inpsyde/menu-cache,Organization,3,Dead,41,9,33,6,6,33,10,WordPress
inwdragon/urlength,User,1,Dead,0,1,3,0,0,0,0,WordPress
islamic-network/aladhan-wordpress-plugin,Organization,1,Dead,29,0,6,0,0,0,0,WordPress
isotopsweden/wp-cargo,Organization,2,Alive,54,3,89,1,0,1,0,WordPress
isotopsweden/wp-extra,Organization,2,Alive,55,2,8,1,0,1,0,WordPress
isotopsweden/wp-hercules,Organization,2,Alive,59,3,47,1,2,2,0,WordPress
itgalaxy/pillar,Organization,2,Dead,24,2,38,1,0,0,0,WordPress
iwillhappy1314/wizhi-seo,User,1,Dead,12,1,6,0,0,0,0,WordPress
jameselks/my-facebook-events,User,1,Dead,44,1,89,13,0,1,0,WordPress
jaredkc/gallery-grid-option,User,1,Dead,0,1,7,0,0,0,0,WordPress
jasonyingling/easy-footnotes,User,3,Alive,65,8,37,9,2,7,0,WordPress
jazzsequence/recipe-box,User,2,Alive,60,5,301,16,29,11,0,WordPress
jdmdigital/bootplate-shortcodes,User,1,Dead,7,1,11,0,12,0,0,WordPress
jdmdigital/jdm-custom-cta,User,1,Dead,1,1,25,3,4,2,0,WordPress
jdmdigital/jdm-frontend-admin-buttons,User,1,Dead,39,1,36,8,8,6,0,WordPress
jessicahawkins3344/my-nav-module,User,1,Dead,0,1,12,0,0,0,0,WordPress
jestevez/realia-santander-elavon,User,1,Dead,0,1,3,0,0,0,0,WordPress
jojoee/black-ribbon,User,2,Alive,57,3,14,4,2,0,0,WordPress
jojoee/grayscale-body,User,2,Alive,58,3,47,5,2,3,0,WordPress
jojoee/mobile-redirect-with-slug,User,2,Dead,48,2,17,0,2,0,0,WordPress
joostdekeijzer/wp_export-media-with-content,User,2,Alive,60,3,34,1,2,3,0,WordPress
josephfusco/wp-new-tab,User,1,Dead,19,1,20,0,1,1,0,WordPress
josephfusco/wp-self-destruct,User,3,Dead,25,6,16,3,2,7,1,WordPress
joydipnath/woo-product-custom-field,User,1,Dead,0,1,29,0,0,0,0,WordPress
jplhomer/taghound-media-tagger,User,2,Dead,32,5,142,10,31,10,0,WordPress
jprieton/source-framework,User,1,Dead,12,1,226,10,0,0,0,WordPress
justcoded/just-tinymce-custom-styles,Organization,3,Dead,50,7,22,5,4,7,0,WordPress
kaisermann/selene,User,2,Dead,17,3,777,15,3,2,0,WordPress
kamalkhan/kk-star-ratings,User,3,Alive,70,117,470,19,91,153,1,WordPress
kingkool68/wordpress-twitter-backerupper,User,1,Dead,0,1,8,0,0,0,0,WordPress
knitkode/customize-plus-premium,Organization,2,Dead,14,2,8,0,0,0,0,WordPress
ko31/replace-protected-password,User,1,Dead,46,1,37,0,4,4,0,WordPress
kontur/fontsampler-wordpress-plugin,User,3,Alive,60,30,419,2,178,301,0,WordPress
kossmos/news-feed,User,2,Dead,10,2,25,0,1,1,0,WordPress
l3lackcurtains/wordpress-loan-calculator-plugins,User,1,Dead,0,1,1,0,0,0,0,WordPress
lazaryo/acf-random_color,User,1,Dead,0,1,7,0,0,0,0,WordPress
leonstafford/wp2static,User,3,Alive,57,342,4258,179,553,1860,84,WordPress
leopuleo/easy-panorama,User,3,Dead,34,10,186,5,7,17,0,WordPress
lesterchan/wp-instantarticles,User,1,Dead,51,1,18,0,0,0,0,WordPress
lightspeeddevelopment/lsx-projects,Organization,3,Alive,60,17,292,97,3,83,0,WordPress
lightspeeddevelopment/tour-operator,Organization,3,Alive,60,25,1232,137,91,263,10,WordPress
liip/wp-tyk-dev-portal,Organization,3,Dead,43,6,199,8,3,10,3,WordPress
litefeel/wp-github-sync-meta,User,2,Dead,18,2,19,0,1,1,0,WordPress
litespeedtech/lscache_wp,User,3,Alive,70,155,3268,260,147,542,74,WordPress
littlebirdjp/floating-top-link,Organization,1,Dead,9,1,29,0,0,0,0,WordPress
lmoffereins/bp-multiblog-mode,User,1,Dead,18,1,28,0,3,0,0,WordPress
lmoffereins/bp-xprofile-field-activity,User,1,Dead,0,1,4,0,0,0,0,WordPress
lmoffereins/contact-card,User,1,Dead,0,1,2,0,0,0,0,WordPress
lmoffereins/edit-next-post,User,1,Dead,1,1,3,0,0,0,0,WordPress
lmoffereins/featured-images,User,1,Dead,58,1,26,0,1,1,0,WordPress
lollum/lollum-page-builder,Organization,1,Dead,5,1,70,0,0,0,0,WordPress
lonelyplanet/append-file-hash,Organization,1,Dead,22,1,10,0,0,0,0,WordPress
lordvcs/bootstrap_multi_carousel,User,1,Dead,0,1,5,0,0,0,0,WordPress
lostfocus/wp-advent,User,3,Dead,50,9,14,0,7,18,0,WordPress
lukasbesch/find-post-by-password,User,1,Dead,0,1,2,0,0,0,0,WordPress
lukecav/awesome-gravity-forms,User,3,Alive,62,15,309,13,5,13,1,WordPress
lukemcdonald/wordpress-front-page-archives,User,1,Dead,7,1,5,0,1,0,0,WordPress
marcin-lawrowski/wise-chat,User,3,Dead,59,6,176,9,53,24,0,WordPress
matsuoshi/wp-postical,User,1,Dead,22,1,16,0,0,0,0,WordPress
mattradford/online-scout-manager,User,2,Dead,18,2,6,1,10,1,0,WordPress
max-kk/wp-foto-vote-dev-lib,User,2,Alive,57,3,89,0,3,1,0,WordPress
mbordash/blobinator,User,1,Alive,56,1,65,0,0,0,0,WordPress
mdjmplugin/mobile-dj-manager,User,3,Alive,68,23,1759,74,171,190,13,WordPress
mecachisenros/cf-civicrm,User,3,Alive,62,94,778,61,148,589,22,WordPress
michelem09/wassup,User,2,Zombie,54,5,54,8,6,13,0,WordPress
micz/wp-500px-jsgallery,User,1,Dead,17,1,172,0,38,40,0,WordPress
mihdan/mihdan-excerpt-above-content,User,1,Dead,10,1,9,0,0,0,0,WordPress
mihdan/mihdan-flexslider,User,1,Dead,0,1,5,0,0,0,0,WordPress
mihdan/mihdan-swiper,User,1,Dead,33,1,15,0,2,2,0,WordPress
miiitaka/wp-widget-extensions,User,1,Zombie,60,1,214,89,36,16,0,WordPress
mindctrl/jp-sticky-comments,User,1,Dead,0,1,1,0,0,0,0,WordPress
mindkomm/svg2png,Organization,1,Dead,1,1,4,0,0,0,0,WordPress
misfist/jacobin-core-functionality,User,1,Dead,55,1,297,28,0,2,0,WordPress
misterunknown/wordpress-pagejumpadder,User,1,Dead,0,0,2,0,0,0,0,WordPress
mkykode/mka-add-mime-supports,User,1,Dead,0,1,5,0,0,0,0,WordPress
mkykode/mka-add-page-excerpts,User,1,Dead,0,1,2,0,0,0,0,WordPress
mkykode/mka-class-genesis-register-sidebar,User,1,Dead,0,1,2,0,0,0,0,WordPress
mkykode/mka-enable-shortcodes-widget,User,1,Dead,0,1,3,0,0,0,0,WordPress
mkykode/mka-quick-custom-posts,User,1,Dead,0,1,7,0,0,0,0,WordPress
mkykode/mka-remove-wp-emoji,User,1,Dead,0,1,2,0,0,0,0,WordPress
mkykode/mka-simple-slider,User,1,Dead,5,1,6,0,0,0,0,WordPress
mlooft/multi-step-form,User,3,Alive,56,13,1042,11,6,9,0,WordPress
mm-e1/wp-force-login,User,1,Dead,0,0,7,0,0,0,0,WordPress
mongoose-marketplace/facebook-page-feed-graph-api,Organization,2,Alive,67,3,234,35,39,24,0,WordPress
morganestes/post-updated-messages,User,2,Dead,23,2,59,2,0,0,0,WordPress
motopress/mp-restaurant-menu,Organization,2,Alive,66,3,554,2,0,0,0,WordPress
motopress/mp-timetable,Organization,3,Alive,66,6,360,19,0,0,1,WordPress
motopress/mprm-menu-cart,Organization,2,Alive,57,3,31,1,0,0,0,WordPress
mujahidi/acf-typography,User,3,Alive,58,13,42,5,18,34,1,WordPress
my-language-skills/all-in-one-metadata,Organization,3,Dead,32,7,583,34,196,91,0,WordPress
mypreview/woo-additional-terms,Organization,2,Alive,56,4,89,8,1,1,0,WordPress
mypreview/woo-store-vacation,Organization,3,Alive,57,7,243,8,1,10,1,WordPress
nanodesigns/nano-redirection,Organization,1,Dead,0,1,4,0,0,0,0,WordPress
nanodesigns/nanosupport,Organization,3,Zombie,67,42,487,12,96,315,0,WordPress
nash-ye/wp-article-json-ld,User,1,Dead,48,1,11,0,0,0,0,WordPress
nash-ye/wp-empty-alt-warning,User,1,Dead,0,1,6,0,0,0,0,WordPress
nash-ye/wp-enforce-featured-image,User,1,Dead,31,1,11,0,1,1,0,WordPress
nash-ye/wp-reinstall-plugins,User,1,Dead,38,1,3,0,0,0,0,WordPress
nash-ye/wp-reinstall-themes,User,1,Dead,40,1,6,0,0,0,0,WordPress
nate-allen/peerraiser,User,2,Dead,48,2,2779,3,3,4,0,WordPress
netgloo/get-tweets-in-php,Organization,1,Dead,7,1,14,0,0,0,0,WordPress
netzstrategen/wordpress-core-standards,Organization,3,Alive,66,17,148,66,4,409,249,WordPress
netzstrategen/wordpress-gallerya,Organization,3,Alive,58,16,152,77,0,366,213,WordPress
netzstrategen/wordpress-publishing-importer,Organization,2,Dead,27,2,47,0,0,0,0,WordPress
nevendyulgerov/wp_theme_options,User,1,Dead,4,1,59,0,0,0,0,WordPress
nextpay-ir/wordpress-file-download-payment-gateway,Organization,2,Dead,32,2,5,0,0,0,0,WordPress
nextpay-ir/wordpress-mycred-gateway-payment,Organization,2,Dead,1,2,3,0,0,0,0,WordPress
nextpay-ir/wordpress-paid-downloads-payment-gateway,Organization,2,Dead,11,2,6,0,0,0,0,WordPress
nextpay-ir/wordpress-woocommerce-nextpay-payment-gateway,Organization,2,Dead,34,2,16,0,0,0,0,WordPress
nfe/woo-nfe,Organization,3,Zombie,59,11,345,27,46,169,55,WordPress
nicholaskajoh/wp-energy-usage-calculator,User,2,Dead,28,2,15,1,1,6,0,WordPress
nielslange/smntcs-adobe-typekit-fonts,User,2,Dead,37,2,22,1,1,1,0,WordPress
nielslange/smntcs-bootstrap-modal,User,1,Dead,38,1,21,2,1,0,0,WordPress
nielslange/smntcs-disable-rest-api-user-endpoints,User,2,Alive,54,3,62,20,7,7,0,WordPress
nielslange/smntcs-google-analytics,User,2,Alive,61,3,41,15,5,5,0,WordPress
nielslange/smntcs-google-webmaster-tools,User,2,Alive,60,3,68,58,2,40,0,WordPress
nielslange/smntcs-pinterest-save-button,User,2,Alive,59,2,24,5,3,1,0,WordPress
nielslange/smntcs-shortcode-popup,User,1,Dead,45,1,11,1,4,0,0,WordPress
nielslange/smntcs-woocommerce-free-gift,User,2,Alive,62,3,52,29,7,1,0,WordPress
nirjharlo/complete-google-seo-scan,User,1,Dead,50,1,37,0,1,0,0,WordPress
noplanman/wp-otp,User,3,Dead,52,6,61,1,9,21,0,WordPress
nstaeger/cms-plugin-framework,User,1,Dead,16,1,38,0,2,0,0,WordPress
nstaeger/wp-post-email-notification,User,3,Zombie,64,7,103,1,17,3,0,WordPress
obstschale/bookmark-manager,User,3,Dead,30,6,21,0,32,71,0,WordPress
omacranger/wp-lazy-loaded-images,User,1,Dead,29,1,34,0,0,0,0,WordPress
ondrejd/odwp-devhelper,User,1,Dead,20,1,50,0,12,4,0,WordPress
oneall/social-login-wordpress,Organization,2,Dead,54,4,40,3,0,0,0,WordPress
oneall/social-sharing-wordpress,Organization,2,Dead,11,2,22,1,0,0,0,WordPress
orangelabweb/imagemagick-engine,Organization,3,Alive,59,8,66,21,5,10,5,WordPress
patrickrobrecht/extended-evaluation-for-statify,User,3,Alive,61,6,79,22,26,21,0,WordPress
patrickrobrecht/posts-and-users-stats,User,1,Alive,59,1,35,7,10,11,0,WordPress
petenelson/wp-rest-api-toolbox,User,2,Alive,60,5,157,25,19,7,0,WordPress
petermann/masks-form-fields,User,1,Alive,58,1,25,0,0,0,0,WordPress
petrozavodsky/bro_excerpt_length,User,1,Dead,24,1,17,0,0,0,0,WordPress
picocodes/ajax-live-search,User,2,Dead,29,2,26,1,1,4,0,WordPress
pierrechls/wc-min-max-quantities,User,1,Dead,0,1,3,0,0,0,0,WordPress
pierrechls/wp-forms,User,2,Dead,36,2,2,0,1,1,0,WordPress
pierrechls/wp-types,User,1,Dead,0,1,3,0,0,0,0,WordPress
pixelgrade/fonto,Organization,3,Alive,62,14,94,1,17,10,1,WordPress
pixelgrade/gridable,Organization,3,Alive,59,22,153,21,92,117,1,WordPress
pods-framework/pods-elasticpress,Organization,1,Dead,0,1,1,0,0,0,0,WordPress
provineet/vonage-systems,User,1,Dead,0,1,4,0,0,0,0,WordPress
pschfr/wp-plugins,User,1,Dead,16,1,18,0,0,0,0,WordPress
pyronaur/easy-photography-portfolio,User,3,Alive,58,14,725,11,11,71,11,WordPress
r-a-y/unlisted,User,3,Dead,57,6,11,1,6,21,0,WordPress
rafa-acioly/birthdate-celebrate,User,1,Dead,11,1,27,0,1,0,0,WordPress
rdlmda/hls-video-shortcode,User,2,Dead,10,2,5,0,5,3,0,WordPress
reubenlillie/manualmaker,User,1,Dead,12,1,48,0,0,0,0,WordPress
rock-solid/wordpress-progressive-web-apps,Organization,3,Dead,41,8,201,9,11,3,0,WordPress
roots/wp-password-bcrypt,Organization,3,Alive,67,41,44,16,13,87,2,WordPress
s3rgiosan/wpnetscope,User,1,Dead,31,1,19,1,2,2,0,WordPress
s3rgiosan/wpsmartlook,User,2,Alive,63,3,27,4,4,5,0,WordPress
samperrow/pre-party-browser-hints,User,2,Alive,59,5,606,59,7,39,0,WordPress
samsk/include-url,User,1,Dead,47,1,13,0,0,0,0,WordPress
samsk/wp-datatable,User,1,Dead,19,1,13,0,0,0,0,WordPress
satrya/smart-recent-posts-widget,User,2,Dead,54,2,16,0,5,1,0,WordPress
seb86/attachment-slugs,User,2,Dead,36,4,25,2,4,5,0,WordPress
sehrgutesoftware/wp-site-plugin,Organization,2,Dead,18,2,12,0,0,0,0,WordPress
severnbronies/severnbronies-plugins-2016,Organization,1,Dead,7,1,17,0,1,0,0,WordPress
sformisano/jetrouter,User,3,Alive,61,8,6,2,14,8,0,WordPress
sgtpep/woocommerce-1c,User,3,Alive,65,47,473,29,35,157,2,WordPress
shazic/loghorn,User,1,Dead,5,1,82,0,6,6,0,WordPress
sidharthmenon/shareit-locker,User,1,Dead,5,1,4,0,0,0,0,WordPress
singhleo/admin-menus-accessibility,User,2,Dead,24,5,17,3,1,3,0,WordPress
singleplatform-eng/wordpress-plugin,Organization,2,Dead,11,3,50,9,0,8,0,WordPress
skaut/skautis-integration,Organization,3,Alive,67,16,351,36,102,294,1,WordPress
sketchbuch/sb_portfolio,User,1,Dead,9,1,8,0,0,0,0,WordPress
sketchbuch/sb_subpages,User,1,Dead,4,0,12,0,0,0,0,WordPress
snagshout/snagshout-wordpress,Organization,1,Dead,3,1,64,2,0,5,1,WordPress
soberwp/intervention,Organization,3,Alive,60,49,291,43,47,256,9,WordPress
speedyprem/wordpress,User,1,Alive,60,1,15,0,0,0,0,WordPress
stayallive/wp-sentry,User,3,Alive,69,102,328,36,66,385,41,WordPress
stephenyeargin/wp-dark-sky-weather,User,1,Dead,0,1,5,2,4,0,0,WordPress
stephenyeargin/wp-mytunes,User,1,Dead,0,0,1,0,0,0,0,WordPress
stephenyeargin/wp-mytwitterstatus,User,1,Dead,0,1,3,0,0,0,0,WordPress
stevegrunwell/advanced-post-excerpt,User,2,Alive,65,2,111,45,7,36,0,WordPress
stevegrunwell/mcavoy,User,1,Dead,12,1,136,0,27,9,0,WordPress
stevegrunwell/schemify,User,3,Dead,23,6,174,4,11,16,3,WordPress
stevegrunwell/wp404,User,2,Dead,19,4,43,2,6,6,0,WordPress
stklcode/statify-blacklist,User,2,Alive,59,4,154,9,20,9,0,WordPress
strangerstudios/memberlite-shortcodes,Organization,3,Alive,64,8,140,22,14,14,2,WordPress
straube/multiple-domain,User,3,Alive,57,48,199,23,59,174,10,WordPress
styladev/plugin-wordpress,Organization,3,Dead,39,7,66,8,2,1,2,WordPress
swissspidy/preferred-languages,User,3,Alive,63,30,607,343,59,598,7,WordPress
szelpe/woocommerce-barion,User,3,Alive,64,28,160,6,41,70,3,WordPress
taniot/old-gravityforms-to-mailup,User,2,Alive,57,5,32,1,7,12,0,WordPress
tarosky/tscf,Organization,3,Zombie,66,6,58,6,5,12,2,WordPress
teamgate/wordpress-plugin,Organization,1,Dead,1,1,13,0,0,0,0,WordPress
techies23/video-conference-zoom,User,3,Alive,67,6,447,48,0,1,0,WordPress
tectonic/sso-awardforce-wordpress,Organization,2,Alive,60,5,38,2,0,20,13,WordPress
thebrandonallen/wp-fail2ban-redux,User,3,Alive,61,18,176,8,17,34,0,WordPress
thefrosty/wp-featured-image-column,User,1,Dead,31,1,33,0,0,0,0,WordPress
themarcusbattle/press-sync,User,3,Zombie,59,12,391,37,12,121,113,WordPress
thewebsitedev/twd-mce-button,User,2,Dead,22,4,6,0,3,12,0,WordPress
thewirelessguy/advanced-custom-menu-widget,User,1,Dead,0,1,2,0,0,0,0,WordPress
thoughtsideas/ti-security,Organization,1,Alive,62,1,16,1,0,0,0,WordPress
thoughtsideas/ti-subtitle,Organization,1,Dead,0,1,3,1,0,0,0,WordPress
thoughtsideas/ti-wordpress-seo,Organization,1,Dead,34,1,21,7,0,0,0,WordPress
tillkruss/email-encoder,User,3,Alive,56,10,159,5,9,59,4,WordPress
tottaz/wp-thor-url-shortener,User,1,Dead,35,1,7,0,0,0,0,WordPress
tpay-com/tpay-woocommerce-2,Organization,2,Dead,43,2,11,1,0,1,0,WordPress
udx/wp-github-wiki,Organization,1,Dead,17,1,7,0,0,0,0,WordPress
udx/wp-rets-client,Organization,3,Dead,55,25,7827,1,10,12,0,WordPress
ufclas/ufclas-myit,Organization,1,Dead,9,1,5,0,0,0,0,WordPress
usmanaliqureshi/server-info,User,2,Alive,65,4,68,6,0,0,0,WordPress
valeriu/analytics-tracker,User,2,Alive,64,3,40,2,1,1,0,WordPress
varunsridharan/wc-product-subtitle,User,3,Alive,65,30,89,4,31,107,0,WordPress
vikas5914/woo-atom-payment-gateway,User,3,Dead,33,8,6,4,2,11,0,WordPress
wearerequired/custom-menu-item-types,Organization,2,Alive,58,4,56,3,21,27,9,WordPress
wearerequired/custom-meta-boxes-mu-loader,Organization,2,Dead,14,2,7,0,1,0,0,WordPress
wearerequired/register-default-theme-directory,Organization,2,Dead,32,3,15,0,2,1,0,WordPress
wearerequired/rest-likes,Organization,3,Alive,58,9,256,84,53,195,91,WordPress
wearerequired/wp-requirements-check,Organization,3,Dead,56,7,23,2,8,15,5,WordPress
webdesignermall/wordpress-udemy-code-snippets,User,1,Dead,23,1,3,0,0,0,0,WordPress
webmandesign/rename-taxonomies,User,1,Dead,38,1,5,0,0,0,0,WordPress
webmandesign/rtl-tester-mirror,User,1,Dead,0,1,7,0,0,0,0,WordPress
webmandesign/webman-templates,User,1,Dead,24,1,39,0,0,0,0,WordPress
webvitalii/filenames-to-latin,User,3,Dead,53,10,26,5,3,14,0,WordPress
webvitalii/sitekit,User,1,Dead,23,1,50,0,18,0,0,WordPress
wedevelopmx/packtospain,Organization,1,Dead,0,1,2,0,0,0,0,WordPress
willi-dev/vc_extender,User,1,Dead,0,1,34,0,0,0,0,WordPress
wnet-ieg-2/pbs-passport-authenticate,Organization,3,Alive,68,6,626,3,10,24,0,WordPress
wp-graphql/wp-graphql,Organization,3,Alive,59,932,3742,1029,1037,6317,1127,WordPress
wp-media/wp-rocket,Organization,3,Alive,70,848,8045,1855,2523,11640,4219,WordPress
wpengine/phpcompat,Organization,3,Alive,69,203,646,110,187,373,89,WordPress
wpmetabox/mb-rest-api,Organization,3,Dead,56,13,57,5,8,29,2,WordPress
wpscholar-wp-plugins/mpress-custom-front-page,Organization,2,Alive,62,4,37,6,6,5,2,WordPress
wpshopify/wp-shopify,Organization,3,Zombie,50,23,204,2,120,114,0,WordPress
wpup/content-menu,Organization,2,Dead,36,3,40,1,2,2,0,WordPress
wxsms/baidu-submit-for-wordpress,User,1,Dead,1,1,20,0,0,0,0,WordPress
xylusthemes/wp-bulk-delete,Organization,2,Alive,57,4,45,9,2,1,1,WordPress
yeswework/fabrica-dev-kit,Organization,3,Alive,65,29,595,5,37,125,0,WordPress
yoanmarchal/address-plugin,User,2,Alive,58,3,23,5,1,1,0,WordPress
yoanmarchal/faq-plugin,User,2,Alive,60,3,35,3,0,1,0,WordPress
yoanmarchal/map-plugin,User,3,Alive,60,6,72,26,0,1,0,WordPress
yoanmarchal/partenaires,User,2,Dead,53,2,18,2,0,0,0,WordPress
yoanmarchal/social-link-plugin,User,2,Alive,60,4,19,8,0,2,0,WordPress
zentala/woocommerce-getresponse-sync,User,1,Dead,49,1,7,0,0,0,0,WordPress